KEGG	line_number	Cluster	dendro_order	pathway
K16907	2256	2	1563	K16907: fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]
K16906	2255	2	1564	K16906: fluoroquinolone transport system permease protein
K09167	1912	2	1565	K09167: hypothetical protein
K03790	1341	2	1566	K03790: ribosomal-protein-alanine N-acetyltransferase
K06978	1634	2	1567	K06978: NO_NAME
K11533	2075	2	1568	K11533: fatty acid synthase, bacteria type [EC:2.3.1.-]
K22745	2454	2	1569	K22745: NO_NAME
K18230	2297	2	1570	K18230: macrolide transport system ATP-binding/permease protein
K03322	1120	2	1571	K03322: manganese transport protein
K13668	2151	2	1572	K13668: NO_NAME
K05351	1453	2	1573	K05351: D-xylulose reductase [EC:1.1.1.9]
K02804	946	2	1574	K02804: PTS system, N-acetylglucosamine-specific IIC component
K22907	2456	2	1575	K22907: NO_NAME
K00045	19	2	1576	K00045: mannitol 2-dehydrogenase [EC:1.1.1.67]
K14698	2190	2	1577	K14698: ATP-binding cassette, subfamily B, bacterial IrtA [EC:3.6.3.-]
K02062	723	2	1578	K02062: thiamine transport system ATP-binding protein
K07465	1779	2	1579	K07465: putative RecB family exonuclease
K19354	2361	2	1580	K19354: NO_NAME
K02616	897	2	1581	K02616: phenylacetic acid degradation operon negative regulatory protein
K06910	1606	2	1582	K06910: NO_NAME
K01259	403	2	1583	K01259: proline iminopeptidase [EC:3.4.11.5]
K01611	485	2	1584	K01611: S-adenosylmethionine decarboxylase [EC:4.1.1.50]
K07035	1659	2	1585	K07035: NO_NAME
K01607	482	2	1586	K01607: 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K01858	594	2	1587	K01858: myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K09153	1906	2	1588	K09153: hypothetical protein
K01560	465	2	1589	K01560: 2-haloacid dehalogenase [EC:3.8.1.2]
K06895	1596	2	1590	K06895: NO_NAME
K07386	1755	2	1591	K07386: putative endopeptidase
K21147	2407	2	1592	K21147: NO_NAME
K07085	1682	2	1593	K07085: NO_NAME
K10843	2041	2	1594	K10843: DNA excision repair protein ERCC-3 [EC:3.6.4.12]
K07791	1833	2	1595	K07791: anaerobic C4-dicarboxylate transporter DcuA
K07746	1829	2	1596	K07746: hypothetical protein
K02803	945	2	1597	K02803: PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]
K19131	2335	2	1598	K19131: NO_NAME
K19132	2336	2	1599	K19132: NO_NAME
K14953	2193	2	1600	K14953: ipoprotein LpqH
K01212	389	2	1601	K01212: levanase [EC:3.2.1.65]
K07458	1774	2	1602	K07458: DNA mismatch endonuclease, patch repair protein
K07114	1697	2	1603	K07114: NO_NAME
K01304	416	2	1604	K01304: pyroglutamyl-peptidase
K02808	949	2	1605	K02808: PTS system, sucrose-specific IIA component [EC:2.7.1.-]
K02809	950	2	1606	K02809: PTS system, sucrose-specific IIB component [EC:2.7.1.-]
K02810	951	2	1607	K02810: PTS system, sucrose-specific IIC component
K07727	1821	2	1608	K07727: putative transcriptional regulator
K03491	1166	2	1609	K03491: lichenan operon transcriptional antiterminator
K01226	393	2	1610	K01226: trehalose-6-phosphate hydrolase [EC:3.2.1.93]
K01223	392	2	1611	K01223: 6-phospho-beta-glucosidase [EC:3.2.1.86]
K21498	2421	2	1612	K21498: NO_NAME
K01372	421	2	1613	K01372: bleomycin hydrolase
K20490	2390	2	1614	K20490: lantibiotic transport system ATP-binding protein
K19134	2337	2	1615	K19134: NO_NAME
K16698	2240	2	1616	K16698: NO_NAME
K14645	2187	2	1617	K14645: serine protease [EC:3.4.21.-]
K01004	339	2	1618	K01004: phosphatidylcholine synthase [EC:2.7.8.24]
K10007	1997	2	1619	K10007: glutamate transport system permease protein
K20491	2391	2	1620	K20491: lantibiotic transport system permease protein
K21397	2411	2	1621	K21397: NO_NAME
K03929	1366	2	1622	K03929: putative esterase
K19123	2331	2	1623	K19123: NO_NAME
K19124	2332	2	1624	K19124: NO_NAME
K19125	2333	2	1625	K19125: NO_NAME
K19126	2334	2	1626	K19126: NO_NAME
K00027	14	2	1627	K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K07009	1645	2	1628	K07009: NO_NAME
K02283	785	2	1629	K02283: pilus assembly protein CpaF
K20460	2386	2	1630	K20460: lantibiotic transport system permease protein
K20459	2385	2	1631	K20459: lantibiotic transport system ATP-binding protein
K20461	2387	2	1632	K20461: lantibiotic transport system permease protein
K02757	927	2	1633	K02757: PTS system, beta-glucoside-specific IIC component
K02755	925	2	1634	K02755: PTS system, beta-glucoside-specific IIA component [EC:2.7.1.-]
K02756	926	2	1635	K02756: PTS system, beta-glucoside-specific IIB component [EC:2.7.1.-]
K05794	1490	2	1636	K05794: tellurite resistance protein TerC
K16925	2261	2	1637	K16925: NO_NAME
K02032	697	2	1638	K02032: peptide/nickel transport system ATP-binding protein
K03776	1332	2	1639	K03776: aerotaxis receptor
K21471	2418	2	1640	K21471: NO_NAME
K02760	929	2	1641	K02760: PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]
K03147	1066	2	1642	K03147: phosphomethylpyrimidine synthase [EC:4.1.99.17]
K00793	242	2	1643	K00793: riboflavin synthase [EC:2.5.1.9]
K02117	749	2	1644	K02117: V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]
K02118	750	2	1645	K02118: V/A-type H+/Na+-transporting ATPase subunit B
K02120	752	2	1646	K02120: V/A-type H+/Na+-transporting ATPase subunit D
K02500	867	2	1647	K02500: cyclase [EC:4.1.3.-]
K00262	88	2	1648	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K14260	2178	2	1649	K14260: alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K11927	2100	2	1650	K11927: ATP-dependent RNA helicase RhlE [EC:3.6.4.13]
K02822	956	2	1651	K02822: PTS system, ascorbate-specific IIB component [EC:2.7.1.194]
K03367	1129	2	1652	K03367: D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
K00690	213	2	1653	K00690: sucrose phosphorylase [EC:2.4.1.7]
K03316	1117	2	1654	K03316: monovalent cation:H+ antiporter, CPA1 family
K08744	1874	2	1655	K08744: cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K02782	936	2	1656	K02782: PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.198]
K02783	937	2	1657	K02783: PTS system, glucitol/sorbitol-specific IIC component
K19956	2379	2	1658	K19956: L-sorbose 1-phosphate reductase [EC:1.1.1.-]
K00068	30	2	1659	K00068: sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
K02781	935	2	1660	K02781: PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.198]
K03740	1314	2	1661	K03740: D-alanine transfer protein
K03475	1163	2	1662	K03475: PTS system, ascorbate-specific IIC component
K03724	1308	2	1663	K03724: ATP-dependent helicase Lhr and Lhr-like helicase
K01914	623	2	1664	K01914: aspartate--ammonia ligase [EC:6.3.1.1]
K00625	191	2	1665	K00625: phosphate acetyltransferase [EC:2.3.1.8]
K16301	2237	2	1666	K16301: NO_NAME
K07224	1727	2	1667	K07224: putative lipoprotein
K07166	1714	2	1668	K07166: ACT domain-containing protein
K01737	541	2	1669	K01737: 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
K19689	2369	2	1670	K19689: NO_NAME
K02799	943	2	1671	K02799: PTS system, mannitol-specific IIB component [EC:2.7.1.197]
K02800	944	2	1672	K02800: PTS system, mannitol-specific IIC component
K22212	2440	2	1673	K22212: NO_NAME
K22230	2442	2	1674	K22230: NO_NAME
K07313	1747	2	1675	K07313: serine/threonine protein phosphatase 1
K17074	2268	2	1676	K17074: putative lysine transport system permease protein
K17073	2267	2	1677	K17073: putative lysine transport system substrate-binding protein
K05881	1514	2	1678	K05881: PTS hybrid protein
K03313	1115	2	1679	K03313: Na+:H+ antiporter, NhaA family
K10040	2002	2	1680	K10040: putative glutamine transport system permease protein
K02817	952	2	1681	K02817: PTS system, trehalose-specific IIA component [EC:2.7.1.201]
K02818	953	2	1682	K02818: PTS system, trehalose-specific IIB component [EC:2.7.1.201]
K02819	954	2	1683	K02819: PTS system, trehalose-specific IIC component
K08600	1867	2	1684	K08600: sortase B
K04749	1426	2	1685	K04749: anti-sigma B factor antagonist
K05995	1525	2	1686	K05995: dipeptidase E
K01299	415	2	1687	K01299: carboxypeptidase Taq
K03778	1333	2	1688	K03778: D-lactate dehydrogenase [EC:1.1.1.28]
K04757	1431	2	1689	K04757: anti-sigma B factor
K03294	1105	2	1690	K03294: basic amino acid/polyamine antiporter, APA family
K02348	804	2	1691	K02348: ElaA protein
K06950	1622	2	1692	K06950: NO_NAME
K02821	955	2	1693	K02821: PTS system, ascorbate-specific IIA component [EC:2.7.1.194]
K09767	1936	2	1694	K09767: hypothetical protein
K09773	1940	2	1695	K09773: hypothetical protein
K01834	585	2	1696	K01834: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
K08972	1877	2	1697	K08972: putative membrane protein
K02440	844	2	1698	K02440: glycerol uptake facilitator protein
K01738	542	2	1699	K01738: cysteine synthase A [EC:2.5.1.47]
K01962	653	2	1700	K01962: acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]
K09157	1908	2	1701	K09157: hypothetical protein
K01938	640	2	1702	K01938: formate--tetrahydrofolate ligase [EC:6.3.4.3]
K14188	2177	2	1703	K14188: D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
K00651	200	2	1704	K00651: homoserine O-succinyltransferase [EC:2.3.1.46]
K03151	1069	2	1705	K03151: thiamine biosynthesis protein ThiI
K01595	478	2	1706	K01595: phosphoenolpyruvate carboxylase [EC:4.1.1.31]
K00917	290	2	1707	K00917: tagatose 6-phosphate kinase [EC:2.7.1.144]
K01808	574	2	1708	K01808: ribose 5-phosphate isomerase B [EC:5.3.1.6]
K07284	1742	2	1709	K07284: sortase A
K02033	698	2	1710	K02033: peptide/nickel transport system permease protein
K07478	1783	2	1711	K07478: putative ATPase
K03466	1158	2	1712	K03466: DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
K00995	336	2	1713	K00995: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
K03496	1168	2	1714	K03496: chromosome partitioning protein
K02600	895	2	1715	K02600: N utilization substance protein A
K00969	321	2	1716	K00969: nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
K01714	533	2	1717	K01714: 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K03925	1364	2	1718	K03925: MraZ protein
K04763	1437	2	1719	K04763: integrase/recombinase XerD
K03686	1285	2	1720	K03686: molecular chaperone DnaJ
K00525	157	2	1721	K00525: ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
K03798	1345	2	1722	K03798: cell division protease FtsH
K03111	1059	2	1723	K03111: single-strand DNA-binding protein
K01990	660	2	1724	K01990: ABC-2 type transport system ATP-binding protein
K01992	662	2	1725	K01992: ABC-2 type transport system permease protein
K02003	672	2	1726	K02003: NO_NAME
K02004	673	2	1727	K02004: NO_NAME
K03499	1171	2	1728	K03499: trk system potassium uptake protein TrkA
K01515	456	2	1729	K01515: ADP-ribose pyrophosphatase [EC:3.6.1.13]
K03074	1044	2	1730	K03074: preprotein translocase subunit SecF
K00384	137	2	1731	K00384: thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00951	312	2	1732	K00951: GTP pyrophosphokinase [EC:2.7.6.5]
K03110	1058	2	1733	K03110: fused signal recognition particle receptor
K04096	1402	2	1734	K04096: DNA processing protein
K01159	375	2	1735	K01159: crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
K04066	1385	2	1736	K04066: primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K03284	1101	2	1737	K03284: metal ion transporter, MIT family
K05810	1497	2	1738	K05810: conserved hypothetical protein
K01129	366	2	1739	K01129: dGTPase [EC:3.1.5.1]
K06889	1592	2	1740	K06889: NO_NAME
K03168	1073	2	1741	K03168: DNA topoisomerase I
K02601	896	2	1742	K02601: transcriptional antiterminator NusG
K02314	791	2	1743	K02314: replicative DNA helicase [EC:3.6.4.12]
K03657	1273	2	1744	K03657: DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
K02051	715	2	1745	K02051: sulfonate/nitrate/taurine transport system substrate-binding protein
K03072	1042	2	1746	K03072: preprotein translocase subunit SecD
K02073	732	2	1747	K02073: D-methionine transport system substrate-binding protein
K00133	52	2	1748	K00133: aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K01754	550	2	1749	K01754: threonine dehydratase [EC:4.3.1.19]
K01439	432	2	1750	K01439: succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]
K01462	435	2	1751	K01462: NO_NAME
K03075	1045	2	1752	K03075: preprotein translocase subunit SecG
K01835	586	2	1753	K01835: phosphoglucomutase [EC:5.4.2.2]
K01190	382	2	1754	K01190: beta-galactosidase [EC:3.2.1.23]
K00971	323	2	1755	K00971: mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
K03750	1319	2	1756	K03750: molybdopterin biosynthesis protein MoeA
K00335	110	2	1757	K00335: NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K15772	2216	2	1758	K15772: arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K00850	266	2	1759	K00850: 6-phosphofructokinase 1 [EC:2.7.1.11]
K07058	1670	2	1760	K07058: NO_NAME
K01928	634	2	1761	K01928: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
K00872	279	2	1762	K00872: homoserine kinase [EC:2.7.1.39]
K02564	890	2	1763	K02564: glucosamine-6-phosphate deaminase [EC:3.5.99.6]
K00857	271	2	1764	K00857: thymidine kinase [EC:2.7.1.21]
K01752	548	2	1765	K01752: L-serine dehydratase [EC:4.3.1.17]
K04518	1411	2	1766	K04518: prephenate dehydratase [EC:4.2.1.51]
K09015	1895	2	1767	K09015: Fe-S cluster assembly protein SufD
K00849	265	2	1768	K00849: galactokinase [EC:2.7.1.6]
K00058	25	2	1769	K00058: D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]
K01788	566	2	1770	K01788: N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]
K01597	480	2	1771	K01597: diphosphomevalonate decarboxylase [EC:4.1.1.33]
K15770	2214	2	1772	K15770: arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
K03784	1336	2	1773	K03784: purine-nucleoside phosphorylase [EC:2.4.2.1]
K03073	1043	2	1774	K03073: preprotein translocase subunit SecE
K11189	2065	2	1775	K11189: phosphocarrier protein
K03574	1215	2	1776	K03574: 7,8-dihydro-8-oxoguanine triphosphatase
K07460	1775	2	1777	K07460: putative endonuclease
K01092	359	2	1778	K01092: myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K03086	1050	2	1779	K03086: RNA polymerase primary sigma factor
K02115	747	2	1780	K02115: F-type H+-transporting ATPase subunit gamma
K02108	740	2	1781	K02108: F-type H+-transporting ATPase subunit a
K02110	742	2	1782	K02110: F-type H+-transporting ATPase subunit c
K02428	836	2	1783	K02428: XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K03469	1159	2	1784	K03469: ribonuclease HI [EC:3.1.26.4]
K02493	863	2	1785	K02493: HemK protein
K03536	1189	2	1786	K03536: ribonuclease P protein component
K01649	503	2	1787	K01649: 2-isopropylmalate synthase [EC:2.3.3.13]
K01465	437	2	1788	K01465: dihydroorotase [EC:3.5.2.3]
K03106	1057	2	1789	K03106: signal recognition particle subunit SRP54 [EC:3.6.5.4]
K02469	856	2	1790	K02469: DNA gyrase subunit A
K02470	857	2	1791	K02470: DNA gyrase subunit B
K09022	1896	2	1792	K09022: UPF0076 protein YjgF
K01599	481	2	1793	K01599: uroporphyrinogen decarboxylase [EC:4.1.1.37]
K01903	620	2	1794	K01903: succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01902	619	2	1795	K01902: succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K00343	118	2	1796	K00343: NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K07447	1769	2	1797	K07447: putative holliday junction resolvase
K00869	278	2	1798	K00869: mevalonate kinase [EC:2.7.1.36]
K06024	1530	2	1799	K06024: segregation and condensation protein B
K03565	1210	2	1800	K03565: regulatory protein
K01695	523	2	1801	K01695: tryptophan synthase alpha chain [EC:4.2.1.20]
K00014	7	2	1802	K00014: shikimate dehydrogenase [EC:1.1.1.25]
K04487	1407	2	1803	K04487: cysteine desulfurase [EC:2.8.1.7]
K01755	551	2	1804	K01755: argininosuccinate lyase [EC:4.3.2.1]
K01924	631	2	1805	K01924: UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K01925	632	2	1806	K01925: UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
K00215	75	2	1807	K00215: 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00931	298	2	1808	K00931: glutamate 5-kinase [EC:2.7.2.11]
K01687	519	2	1809	K01687: dihydroxy-acid dehydratase [EC:4.2.1.9]
K01703	527	2	1810	K01703: 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
K00052	21	2	1811	K00052: 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K00948	309	2	1812	K00948: ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
K00003	1	2	1813	K00003: homoserine dehydrogenase [EC:1.1.1.3]
K01951	645	2	1814	K01951: GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
K02109	741	2	1815	K02109: F-type H+-transporting ATPase subunit b
K03723	1307	2	1816	K03723: transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
K00954	313	2	1817	K00954: pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
K00858	272	2	1818	K00858: NAD+ kinase [EC:2.7.1.23]
K01591	477	2	1819	K01591: orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
K06173	1545	2	1820	K06173: tRNA pseudouridine synthase A
K01736	540	2	1821	K01736: chorismate synthase [EC:4.2.3.5]
K04485	1405	2	1822	K04485: DNA repair protein RadA/Sms
K03601	1235	2	1823	K03601: exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K07566	1796	2	1824	K07566: putative translation factor
K00604	181	2	1825	K00604: methionyl-tRNA formyltransferase [EC:2.1.2.9]
K03602	1236	2	1826	K03602: exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K11753	2094	2	1827	K11753: riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]
K03177	1075	2	1828	K03177: tRNA pseudouridine synthase B
K00943	306	2	1829	K00943: dTMP kinase [EC:2.7.4.9]
K02316	793	2	1830	K02316: DNA primase [EC:2.7.7.-]
K06942	1619	2	1831	K06942: NO_NAME
K01921	629	2	1832	K01921: D-alanine-D-alanine ligase [EC:6.3.2.4]
K03501	1173	2	1833	K03501: glucose inhibited division protein B
K00997	337	2	1834	K00997: holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
K01619	487	2	1835	K01619: deoxyribose-phosphate aldolase [EC:4.1.2.4]
K03629	1252	2	1836	K03629: DNA replication and repair protein RecF
K03671	1280	2	1837	K03671: thioredoxin 1
K02355	805	2	1838	K02355: elongation factor EF-G
K02111	743	2	1839	K02111: F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K01358	420	2	1840	K01358: ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
K03070	1040	2	1841	K03070: preprotein translocase subunit SecA
K00611	186	2	1842	K00611: ornithine carbamoyltransferase [EC:2.1.3.3]
K02338	797	2	1843	K02338: DNA polymerase III subunit beta [EC:2.7.7.7]
K02313	790	2	1844	K02313: chromosomal replication initiator protein
K03553	1198	2	1845	K03553: recombination protein RecA
K02520	874	2	1846	K02520: translation initiation factor IF-3
K01889	613	2	1847	K01889: phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
K03702	1295	2	1848	K03702: excinuclease ABC subunit B
K01867	596	2	1849	K01867: tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K01869	598	2	1850	K01869: leucyl-tRNA synthetase [EC:6.1.1.4]
K03076	1046	2	1851	K03076: preprotein translocase subunit SecY
K04567	1415	2	1852	K04567: lysyl-tRNA synthetase, class II [EC:6.1.1.6]
K02879	977	2	1853	K02879: large subunit ribosomal protein L17
K02956	1016	2	1854	K02956: small subunit ribosomal protein S15
K02961	1018	2	1855	K02961: small subunit ribosomal protein S17
K03424	1146	2	1856	K03424: TatD DNase family protein
K01887	612	2	1857	K01887: arginyl-tRNA synthetase [EC:6.1.1.19]
K01883	609	2	1858	K01883: cysteinyl-tRNA synthetase [EC:6.1.1.16]
K01874	602	2	1859	K01874: methionyl-tRNA synthetase [EC:6.1.1.10]
K01265	405	2	1860	K01265: methionyl aminopeptidase
K02337	796	2	1861	K02337: DNA polymerase III subunit alpha [EC:2.7.7.7]
K02519	873	2	1862	K02519: translation initiation factor IF-2
K01876	604	2	1863	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]
K01972	657	2	1864	K01972: DNA ligase (NAD+) [EC:6.5.1.2]
K06153	1542	2	1865	K06153: undecaprenyl-diphosphatase [EC:3.6.1.27]
K03687	1286	2	1866	K03687: molecular chaperone GrpE
K03217	1085	2	1867	K03217: YidC/Oxa1 family membrane protein insertase
K04043	1381	2	1868	K04043: molecular chaperone DnaK
K02836	962	2	1869	K02836: peptide chain release factor RF-2
K01881	608	2	1870	K01881: prolyl-tRNA synthetase [EC:6.1.1.15]
K02835	961	2	1871	K02835: peptide chain release factor RF-1
K03977	1371	2	1872	K03977: GTP-binding protein
K01873	601	2	1873	K01873: valyl-tRNA synthetase [EC:6.1.1.9]
K01870	599	2	1874	K01870: isoleucyl-tRNA synthetase [EC:6.1.1.5]
K01872	600	2	1875	K01872: alanyl-tRNA synthetase [EC:6.1.1.7]
K03703	1296	2	1876	K03703: excinuclease ABC subunit C
K00600	178	2	1877	K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]
K01868	597	2	1878	K01868: threonyl-tRNA synthetase [EC:6.1.1.3]
K01866	595	2	1879	K01866: tyrosyl-tRNA synthetase [EC:6.1.1.1]
K01000	338	2	1880	K01000: phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
K00939	302	2	1881	K00939: adenylate kinase [EC:2.7.4.3]
K00789	239	2	1882	K00789: S-adenosylmethionine synthetase [EC:2.5.1.6]
K09903	1974	2	1883	K09903: uridylate kinase [EC:2.7.4.22]
K00927	295	2	1884	K00927: phosphoglycerate kinase [EC:2.7.2.3]
K03701	1294	2	1885	K03701: excinuclease ABC subunit A
K01756	552	2	1886	K01756: adenylosuccinate lyase [EC:4.3.2.2]
K02834	960	2	1887	K02834: ribosome-binding factor A
K02968	1022	2	1888	K02968: small subunit ribosomal protein S20
K03551	1197	2	1889	K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]
K00962	317	2	1890	K00962: polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K00773	234	2	1891	K00773: queuine tRNA-ribosyltransferase
K03550	1196	2	1892	K03550: holliday junction DNA helicase RuvA [EC:3.6.4.12]
K02528	877	2	1893	K02528: dimethyladenosine transferase
K01056	351	2	1894	K01056: peptidyl-tRNA hydrolase, PTH1 family
K02433	839	2	1895	K02433: aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K01409	422	2	1896	K01409: O-sialoglycoprotein endopeptidase
K02838	964	2	1897	K02838: ribosome recycling factor
K02881	978	2	1898	K02881: large subunit ribosomal protein L18
K10563	2026	2	1899	K10563: formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
K00791	241	2	1900	K00791: tRNA dimethylallyltransferase [EC:2.5.1.75]
K01491	448	2	1901	K01491: methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K18682	2305	2	1902	K18682: ribonucrease Y [EC:3.1.-.-]
K03584	1222	2	1903	K03584: DNA repair protein RecO (recombination protein O)
K00975	326	2	1904	K00975: glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
K09014	1894	2	1905	K09014: Fe-S cluster assembly protein SufB
K03789	1340	2	1906	K03789: ribosomal-protein-alanine N-acetyltransferase
K03665	1275	2	1907	K03665: GTP-binding protein HflX
K01126	365	2	1908	K01126: glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K00031	16	2	1909	K00031: isocitrate dehydrogenase [EC:1.1.1.42]
K01783	562	2	1910	K01783: ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K02341	800	2	1911	K02341: DNA polymerase III subunit delta' [EC:2.7.7.7]
K12574	2123	2	1912	K12574: ribonuclease J [EC:3.1.-.-]
K03624	1249	2	1913	K03624: transcription elongation factor GreA
K01929	635	2	1914	K01929: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
K03705	1298	2	1915	K03705: heat-inducible transcriptional repressor
K06949	1621	2	1916	K06949: ribosome biogenesis GTPase
K00763	228	2	1917	K00763: nicotinate phosphoribosyltransferase [EC:6.3.4.21]
K05896	1516	2	1918	K05896: segregation and condensation protein A
K07042	1662	2	1919	K07042: NO_NAME
K02346	803	2	1920	K02346: DNA polymerase IV
K00016	9	2	1921	K00016: L-lactate dehydrogenase [EC:1.1.1.27]
K02114	746	2	1922	K02114: F-type H+-transporting ATPase subunit epsilon
K00762	227	2	1923	K00762: orotate phosphoribosyltransferase [EC:2.4.2.10]
K10773	2035	2	1924	K10773: endonuclease III [EC:4.2.99.18]
K00147	57	2	1925	K00147: glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K01704	528	2	1926	K01704: 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
K00859	273	2	1927	K00859: dephospho-CoA kinase [EC:2.7.1.24]
K00831	259	2	1928	K00831: phosphoserine aminotransferase [EC:2.6.1.52]
K00928	296	2	1929	K00928: aspartate kinase [EC:2.7.2.4]
K01262	404	2	1930	K01262: X-Pro aminopeptidase
K07056	1669	2	1931	K07056: NO_NAME
K06346	1576	2	1932	K06346: spoIIIJ-associated protein
K11749	2091	2	1933	K11749: regulator of sigma E protease [EC:3.4.24.-]
K00760	225	2	1934	K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
K07738	1826	2	1935	K07738: transcriptional repressor NrdR
K02907	992	2	1936	K02907: large subunit ribosomal protein L30
K02904	990	2	1937	K02904: large subunit ribosomal protein L29
K01494	450	2	1938	K01494: dCTP deaminase [EC:3.5.4.13]
K02867	972	2	1939	K02867: large subunit ribosomal protein L11
K01955	648	2	1940	K01955: carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
K01689	520	2	1941	K01689: enolase [EC:4.2.1.11]
K02876	975	2	1942	K02876: large subunit ribosomal protein L15
K02863	970	2	1943	K02863: large subunit ribosomal protein L1
K02906	991	2	1944	K02906: large subunit ribosomal protein L3
K02996	1034	2	1945	K02996: small subunit ribosomal protein S9
K02965	1020	2	1946	K02965: small subunit ribosomal protein S19
K02946	1011	2	1947	K02946: small subunit ribosomal protein S10
K02931	1006	2	1948	K02931: large subunit ribosomal protein L5
K02948	1012	2	1949	K02948: small subunit ribosomal protein S11
K02874	974	2	1950	K02874: large subunit ribosomal protein L14
